,date,source,title,url
1018,"Sep 21, 2016",Investing.com,Dollar index slips lower with Fed decision on tap,https://investing.com/news/forex-news/dollar-index-slips-lower-with-fed-decision-on-tap-427598
1019,"Sep 21, 2016",Investing.com,Dollar almost unchanged near 6-week highs before Fed decision,https://investing.com/news/forex-news/dollar-almost-unchanged-near-6-week-highs-before-fed-decision-427502
1023,"Sep 20, 2016",Investing.com,Dollar index edges lower ahead of central bank meetings,https://investing.com/news/forex-news/dollar-index-edges-lower-ahead-of-central-bank-meetings-427242
1024,"Sep 19, 2016",Investing.com,Dollar extends losses with eyes on central banks,https://investing.com/news/forex-news/dollar-extends-losses-with-eyes-on-central-banks-427073
1025,"Sep 19, 2016",Investing.com,Dollar index slips lower ahead of Fed meeting,https://investing.com/news/forex-news/dollar-index-slips-lower-ahead-of-fed-meeting-426993
1026,"Sep 16, 2016",Investing.com,"CFTC: Speculators Less Bullish on U.S. Dollar, S&P 500, Gold","https://investing.com/news/forex-news/cftc:-speculators-less-bullish-on-u.s.-dollar,-s-p-500,-gold-426770"
1027,"Sep 16, 2016",Investing.com,"Dollar index extends gains, hits 2-1/2 week highs","https://investing.com/news/forex-news/dollar-index-extends-gains,-hits-2-1-2-week-highs-426708"
1028,"Sep 16, 2016",Investing.com,Dollar moves higher on upbeat U.S. inflation data,https://investing.com/news/forex-news/dollar-moves-higher-on-upbeat-u.s.-inflation-data-426679
1029,"Sep 16, 2016",Investing.com,Dollar edges higher but upside seen limited,https://investing.com/news/forex-news/dollar-edges-higher-but-upside-seen-limited-426635
1030,"Sep 15, 2016",Investing.com,SNB leaves interest rate on hold at -0.75%,https://investing.com/news/economic-indicators/snb-leaves-interest-rate-on-hold-at--0.75-426333
1034,"Sep 12, 2016",Investing.com,Dollar index edges lower but downside limited,https://investing.com/news/forex-news/dollar-index-edges-lower-but-downside-limited-425611
1035,"Sep 12, 2016",Investing.com,Dollar little changed vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-little-changed-vs.-rivals-in-quiet-trade-425587
1036,"Sep 12, 2016",Investing.com,Dollar holds steady amid new rate hike speculation,https://investing.com/news/forex-news/dollar-holds-steady-amid-new-rate-hike-speculation-425551
1037,"Sep 09, 2016",Investing.com,CFTC: Gold Speculative Net Longs at 2-Month High,https://investing.com/news/forex-news/cftc:-gold-speculative-net-longs-at-2-month-high-425372
1038,"Sep 09, 2016",Investing.com,Dollar index erases losses but gains capped,https://investing.com/news/forex-news/dollar-index-erases-losses-but-gains-capped-425301
1039,"Sep 09, 2016",Investing.com,Dollar edges lower vs. rivals in subdued trade,https://investing.com/news/forex-news/dollar-edges-lower-vs.-rivals-in-subdued-trade-425239
1040,"Sep 08, 2016",Investing.com,"Dollar trims losses after U.S. data, ECB statement","https://investing.com/news/forex-news/dollar-trims-losses-after-u.s.-data,-ecb-statement-425073"
1041,"Sep 08, 2016",Investing.com,Dollar pushes lower despite upbeat jobless claims report,https://investing.com/news/forex-news/dollar-pushes-lower-despite-upbeat-jobless-claims-report-425030
1045,"Sep 07, 2016",Investing.com,Dollar index eases off 1-1/2 week lows but gains capped,https://investing.com/news/forex-news/dollar-index-eases-off-1-1-2-week-lows-but-gains-capped-424677
1046,"Sep 06, 2016",Investing.com,Dollar extends losses on downbeat U.S. data,https://investing.com/news/forex-news/dollar-extends-losses-on-downbeat-u.s.-data-424516
1047,"Sep 06, 2016",Investing.com,"Dollar edges lower vs. rivals, ISM report ahead","https://investing.com/news/forex-news/dollar-edges-lower-vs.-rivals,-ism-report-ahead-424437"
1048,"Sep 05, 2016",Investing.com,Dollar trims losses vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-trims-losses-vs.-rivals-in-quiet-trade-424301
1049,"Sep 05, 2016",Investing.com,Dollar slips lower vs. rivals as U.S. jobs data still weighs,https://investing.com/news/forex-news/dollar-slips-lower-vs.-rivals-as-u.s.-jobs-data-still-weighs-424236
1050,"Sep 02, 2016",Investing.com,"CFTC: Speculators More Bullish on Japanese Yen, S&P 500, Swiss Franc","https://investing.com/news/forex-news/cftc:-speculators-more-bullish-on-japanese-yen,-s-p-500,-swiss-franc-424015"
1051,"Sep 02, 2016",Investing.com,Dollar index bounces off 1-week trough despite U.S. data,https://investing.com/news/forex-news/dollar-index-bounces-off-1-week-trough-despite-u.s.-data-423953
1052,"Sep 02, 2016",Investing.com,Dollar turns lower as U.S. jobs data disappoints,https://investing.com/news/forex-news/dollar-turns-lower-as-u.s.-jobs-data-disappoints-423937
1056,"Sep 01, 2016",Investing.com,Dollar holds steady ahead of U.S. economic reports,https://investing.com/news/forex-news/dollar-holds-steady-ahead-of-u.s.-economic-reports-423618
1057,"Aug 31, 2016",Investing.com,Dollar index at 3-week highs after upbeat U.S. data,https://investing.com/news/forex-news/dollar-index-at-3-week-highs-after-upbeat-u.s.-data-423427
1058,"Aug 31, 2016",Investing.com,Dollar holds near 3-week highs before ADP report,https://investing.com/news/forex-news/dollar-holds-near-3-week-highs-before-adp-report-423331
1059,"Aug 30, 2016",Investing.com,Dollar index near 3-week highs after strong U.S. data,https://investing.com/news/forex-news/dollar-index-near-3-week-highs-after-strong-u.s.-data-423146
1060,"Aug 30, 2016",Investing.com,Dollar hovers at fresh 2-week highs vs. rivals,https://investing.com/news/forex-news/dollar-hovers-at-fresh-2-week-highs-vs.-rivals-423062
1061,"Aug 29, 2016",Investing.com,"Dollar hits fresh 2-week highs as Yellen, U.S. data support","https://investing.com/news/forex-news/dollar-hits-fresh-2-week-highs-as-yellen,-u.s.-data-support-422880"
1062,"Aug 29, 2016",Investing.com,Investing.com sentiment index: speculators reduce bullish dollar bets,https://investing.com/news/forex-news/investing.com-sentiment-index:-speculators-reduce-bullish-dollar-bets-422847
1063,"Aug 29, 2016",Investing.com,Dollar broadly higher vs. rivals on rate hike hopes,https://investing.com/news/forex-news/dollar-broadly-higher-vs.-rivals-on-rate-hike-hopes-422821
1067,"Aug 25, 2016",Investing.com,Dollar slips lower as markets prepare for Yellen remarks,https://investing.com/news/forex-news/dollar-slips-lower-as-markets-prepare-for-yellen-remarks-422255
1068,"Aug 24, 2016",Investing.com,Dollar index pushes higher despite U.S. home sales data,https://investing.com/news/forex-news/dollar-index-pushes-higher-despite-u.s.-home-sales-data-422089
1069,"Aug 24, 2016",Investing.com,Dollar edges higher vs. rivals with eyes on Yellen,https://investing.com/news/forex-news/dollar-edges-higher-vs.-rivals-with-eyes-on-yellen-422014
1070,"Aug 23, 2016",Investing.com,Dollar remains broadly lower in quiet trade,https://investing.com/news/forex-news/dollar-remains-broadly-lower-in-quiet-trade-421871
1071,"Aug 23, 2016",Investing.com,Dollar slips lower as focus turns to Yellen,https://investing.com/news/forex-news/dollar-slips-lower-as-focus-turns-to-yellen-421793
1072,"Aug 22, 2016",Investing.com,Dollar pares gains but remains broadly supported by Fed remarks,https://investing.com/news/forex-news/dollar-pares-gains-but-remains-broadly-supported-by-fed-remarks-421652
1073,"Aug 22, 2016",Investing.com,Dollar remains broadly supported in quiet trade,https://investing.com/news/forex-news/dollar-remains-broadly-supported-in-quiet-trade-421612
1074,"Aug 22, 2016",Investing.com,Investing.com sentiment index: speculators stay bearish on pound,https://investing.com/news/forex-news/investing.com-sentiment-index:-speculators-stay-bearish-on-pound-421609
1078,"Aug 19, 2016",Investing.com,Dollar remains broadly higher vs. other majors,https://investing.com/news/forex-news/dollar-remains-broadly-higher-vs.-other-majors-421310
1079,"Aug 19, 2016",Investing.com,"Dollar moves higher vs. rivals, bounces off 7-week trough","https://investing.com/news/forex-news/dollar-moves-higher-vs.-rivals,-bounces-off-7-week-trough-421260"
1080,"Aug 18, 2016",Investing.com,Dollar hits fresh 7-week lows against other majors,https://investing.com/news/forex-news/dollar-hits-fresh-7-week-lows-against-other-majors-421112
1081,"Aug 18, 2016",Investing.com,Dollar moves broadly lower on Fed meeting minutes,https://investing.com/news/forex-news/dollar-moves-broadly-lower-on-fed-meeting-minutes-421039
1082,"Aug 17, 2016",Investing.com,Dollar pares gains with Fed minutes on tap,https://investing.com/news/forex-news/dollar-pares-gains-with-fed-minutes-on-tap-420869
1083,"Aug 17, 2016",Investing.com,Dollar bounces back amid fresh rate hike hopes,https://investing.com/news/forex-news/dollar-bounces-back-amid-fresh-rate-hike-hopes-420807
1084,"Aug 16, 2016",Investing.com,"Dollar remains broadly lower, U.S. data weighs","https://investing.com/news/forex-news/dollar-remains-broadly-lower,-u.s.-data-weighs-420616"
1085,"Aug 16, 2016",Investing.com,Dollar drops to 7-week lows vs. other majors,https://investing.com/news/forex-news/dollar-drops-to-7-week-lows-vs.-other-majors-420545
1089,"Aug 15, 2016",Investing.com,Investing.com sentiment index: speculators stay bearish on pound,https://investing.com/news/forex-news/investing.com-sentiment-index:-speculators-stay-bearish-on-pound-420338
1090,"Aug 12, 2016",Investing.com,CFTC: Speculators More Bearish on Sterling; More Bullish on Japanese Yen,https://investing.com/news/forex-news/cftc:-speculators-more-bearish-on-sterling;-more-bullish-on-japanese-yen-420103
1091,"Aug 12, 2016",Investing.com,Dollar trims losses but remains broadly weaker,https://investing.com/news/forex-news/dollar-trims-losses-but-remains-broadly-weaker-420029
1092,"Aug 12, 2016",Investing.com,"Forex - Dollar turns lower after weak U.S retail, inflation data","https://investing.com/news/forex-news/forex---dollar-turns-lower-after-weak-u.s-retail,-inflation-data-420013"
1093,"Aug 12, 2016",Investing.com,"Dollar little changed vs. rivals, U.S. data on tap","https://investing.com/news/forex-news/dollar-little-changed-vs.-rivals,-u.s.-data-on-tap-419973"
1094,"Aug 11, 2016",Investing.com,Dollar holds steady with focus on next batch of U.S. data,https://investing.com/news/forex-news/dollar-holds-steady-with-focus-on-next-batch-of-u.s.-data-419796
1095,"Aug 11, 2016",Investing.com,Dollar index moves higher ahead of U.S. data,https://investing.com/news/forex-news/dollar-index-moves-higher-ahead-of-u.s.-data-419727
1096,"Aug 10, 2016",Investing.com,Dollar remains broadly lower vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-remains-broadly-lower-vs.-rivals-in-quiet-trade-419556
1100,"Aug 09, 2016",Investing.com,Dollar index moves lower but remains supported,https://investing.com/news/forex-news/dollar-index-moves-lower-but-remains-supported-419331
1101,"Aug 09, 2016",Investing.com,"Dollar little changed vs. rivals, U.S. data on tap","https://investing.com/news/forex-news/dollar-little-changed-vs.-rivals,-u.s.-data-on-tap-419266"
1102,"Aug 08, 2016",Investing.com,"Dollar moves higher in quiet trade, U.S. data still supports","https://investing.com/news/forex-news/dollar-moves-higher-in-quiet-trade,-u.s.-data-still-supports-419108"
1103,"Aug 08, 2016",Investing.com,Forex- Dollar builds on gains vs. yen after upbeat U.S. jobs report,https://investing.com/news/forex-news/forex--dollar-builds-on-gains-vs.-yen-after-upbeat-u.s.-jobs-report-419084
1104,"Aug 08, 2016",Investing.com,Investing.com sentiment index: speculators stay bearish on pound,https://investing.com/news/forex-news/investing.com-sentiment-index:-speculators-stay-bearish-on-pound-419077
1105,"Aug 08, 2016",Investing.com,Dollar holds steady as markets digest U.S. jobs data,https://investing.com/news/forex-news/dollar-holds-steady-as-markets-digest-u.s.-jobs-data-419046
1106,"Aug 07, 2016",Investing.com,Forex - Weekly outlook: August 8 - 12,https://investing.com/news/forex-news/forex---weekly-outlook:-august-8---12-418935
1107,"Aug 05, 2016",Investing.com,"CFTC: Speculators Less Bearish on Euro; More Bullish on Japanese Yen, Gold","https://investing.com/news/forex-news/cftc:-speculators-less-bearish-on-euro;-more-bullish-on-japanese-yen,-gold-418835"
1111,"Aug 05, 2016",Investing.com,Dollar slips lower in cautious trade before NFP report,https://investing.com/news/forex-news/dollar-slips-lower-in-cautious-trade-before-nfp-report-418691
1112,"Aug 04, 2016",Investing.com,"Dollar trims gains after U.S. jobless claims, eyes on NFP","https://investing.com/news/forex-news/dollar-trims-gains-after-u.s.-jobless-claims,-eyes-on-nfp-418512"
1113,"Aug 04, 2016",Investing.com,"Dollar edges higher in cautious trade, BoE in focus","https://investing.com/news/forex-news/dollar-edges-higher-in-cautious-trade,-boe-in-focus-418440"
1114,"Aug 03, 2016",Investing.com,"Dollar holds onto gains, ADP data supports","https://investing.com/news/forex-news/dollar-holds-onto-gains,-adp-data-supports-418219"
1115,"Aug 03, 2016",Investing.com,Forex - Dollar still near 6-week lows after ADP jobs report,https://investing.com/news/forex-news/forex---dollar-still-near-6-week-lows-after-adp-jobs-report-418195
1116,"Aug 03, 2016",Investing.com,Dollar edges higher but upside seen limited,https://investing.com/news/forex-news/dollar-edges-higher-but-upside-seen-limited-418161
1117,"Aug 02, 2016",Investing.com,Dollar extends losses on downbeat U.S. outlook,https://investing.com/news/forex-news/dollar-extends-losses-on-downbeat-u.s.-outlook-418013
1118,"Aug 02, 2016",Investing.com,Dollar hits fresh 5-week lows vs. other majors,https://investing.com/news/forex-news/dollar-hits-fresh-5-week-lows-vs.-other-majors-417949
1122,"Aug 01, 2016",Investing.com,Dollar eases off 5-week lows vs. other majors,https://investing.com/news/forex-news/dollar-eases-off-5-week-lows-vs.-other-majors-417717
1123,"Jul 29, 2016",Investing.com,"CFTC: Speculators More Bearish on EUR, GBP; Less Bullish on Crude Oil, Gold","https://investing.com/news/forex-news/cftc:-speculators-more-bearish-on-eur,-gbp;-less-bullish-on-crude-oil,-gold-417495"
1124,"Jul 29, 2016",Investing.com,Dollar index hits four-week trough on weak U.S. data,https://investing.com/news/forex-news/dollar-index-hits-four-week-trough-on-weak-u.s.-data-417426
1125,"Jul 29, 2016",Investing.com,Dollar pushes lower after downbeat U.S. growth report,https://investing.com/news/forex-news/dollar-pushes-lower-after-downbeat-u.s.-growth-report-417389
1126,"Jul 29, 2016",Investing.com,"Dollar index at fresh 2-week lows, U.S. GDP data ahead","https://investing.com/news/forex-news/dollar-index-at-fresh-2-week-lows,-u.s.-gdp-data-ahead-417350"
1127,"Jul 28, 2016",Investing.com,Dollar index hovers at 2-week lows in quiet trade,https://investing.com/news/forex-news/dollar-index-hovers-at-2-week-lows-in-quiet-trade-417157
1128,"Jul 28, 2016",Investing.com,Dollar remains broadly lower after U.S. jobless claims disappoint,https://investing.com/news/forex-news/dollar-remains-broadly-lower-after-u.s.-jobless-claims-disappoint-417128
1129,"Jul 28, 2016",Investing.com,Dollar moves lower after Fed policy statement,https://investing.com/news/forex-news/dollar-moves-lower-after-fed-policy-statement-417087
1133,"Jul 27, 2016",Investing.com,Dollar holds steady ahead of Fed policy statement,https://investing.com/news/forex-news/dollar-holds-steady-ahead-of-fed-policy-statement-416824
1134,"Jul 26, 2016",Investing.com,Dollar continues to pare losses with eyes on Fed,https://investing.com/news/forex-news/dollar-continues-to-pare-losses-with-eyes-on-fed-416642
1135,"Jul 26, 2016",Investing.com,Dollar trims losses but remains under pressure,https://investing.com/news/forex-news/dollar-trims-losses-but-remains-under-pressure-416599
1136,"Jul 26, 2016",Investing.com,Dollar slides lower as markets brace for Fed meeting,https://investing.com/news/forex-news/dollar-slides-lower-as-markets-brace-for-fed-meeting-416565
1137,"Jul 25, 2016",Investing.com,Dollar holds at 4-month peak vs. other majors,https://investing.com/news/forex-news/dollar-holds-at-4-month-peak-vs.-other-majors-416391
1138,"Jul 25, 2016",Investing.com,Dollar little changed vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-little-changed-vs.-rivals-in-quiet-trade-416369
1139,"Jul 25, 2016",Investing.com,"Investing.com sentiment index: speculators stay bearish on euro, pound","https://investing.com/news/forex-news/investing.com-sentiment-index:-speculators-stay-bearish-on-euro,-pound-416361"
1140,"Jul 25, 2016",Investing.com,Dollar holds steady at 4-month highs vs. rivals,https://investing.com/news/forex-news/dollar-holds-steady-at-4-month-highs-vs.-rivals-416330
1144,"Jul 22, 2016",Investing.com,Dollar holds onto gains vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-holds-onto-gains-vs.-rivals-in-quiet-trade-416041
1145,"Jul 22, 2016",Investing.com,"Dollar moves higher, re-approaches 4-month peak","https://investing.com/news/forex-news/dollar-moves-higher,-re-approaches-4-month-peak-416009"
1146,"Jul 21, 2016",Investing.com,"Dollar index pares losses, re-approaches 4-month peak","https://investing.com/news/forex-news/dollar-index-pares-losses,-re-approaches-4-month-peak-415789"
1147,"Jul 21, 2016",Investing.com,"Dollar pushes lower after U.S. data, Draghi remarks","https://investing.com/news/forex-news/dollar-pushes-lower-after-u.s.-data,-draghi-remarks-415752"
1148,"Jul 21, 2016",Investing.com,Dollar slips lower vs. rivals as sentiment recovers,https://investing.com/news/forex-news/dollar-slips-lower-vs.-rivals-as-sentiment-recovers-415697
1149,"Jul 20, 2016",Investing.com,Dollar holds near 4-month highs vs. other majors,https://investing.com/news/forex-news/dollar-holds-near-4-month-highs-vs.-other-majors-415471
1150,"Jul 20, 2016",Investing.com,Dollar remains broadly higher in subdued trade,https://investing.com/news/forex-news/dollar-remains-broadly-higher-in-subdued-trade-415435
1151,"Jul 20, 2016",Investing.com,Dollar hovers at 4-month highs in cautious trade,https://investing.com/news/forex-news/dollar-hovers-at-4-month-highs-in-cautious-trade-415395
1155,"Jul 13, 2016",Investing.com,Dollar remains moderately lower in light trade,https://investing.com/news/forex-news/dollar-remains-moderately-lower-in-light-trade-414096
1156,"Jul 13, 2016",Investing.com,Dollar slips lower amid stimulus speculation,https://investing.com/news/forex-news/dollar-slips-lower-amid-stimulus-speculation-414064
1157,"Jul 12, 2016",Investing.com,Dollar index trims losses in subdued trade,https://investing.com/news/forex-news/dollar-index-trims-losses-in-subdued-trade-413871
1158,"Jul 12, 2016",Investing.com,Dollar remains broadly lower vs. other majors,https://investing.com/news/forex-news/dollar-remains-broadly-lower-vs.-other-majors-413836
1159,"Jul 12, 2016",Investing.com,"Dollar moves lower, focus turns to central banks","https://investing.com/news/forex-news/dollar-moves-lower,-focus-turns-to-central-banks-413797"
1160,"Jul 11, 2016",Investing.com,Dollar holds onto gains in subdued trade,https://investing.com/news/forex-news/dollar-holds-onto-gains-in-subdued-trade-413637
1161,"Jul 11, 2016",Investing.com,Dollar trims gains but remains supported,https://investing.com/news/forex-news/dollar-trims-gains-but-remains-supported-413603
1162,"Jul 11, 2016",Investing.com,Dollar broadly higher vs. rivals on U.S. optimism,https://investing.com/news/forex-news/dollar-broadly-higher-vs.-rivals-on-u.s.-optimism-413566
1166,"Jul 08, 2016",Investing.com,"Dollar remains broadly higher, U.S. data supports","https://investing.com/news/forex-news/dollar-remains-broadly-higher,-u.s.-data-supports-413248"
1167,"Jul 08, 2016",Investing.com,"Dollar erases losses, moves higher on upbeat U.S. jobs data","https://investing.com/news/forex-news/dollar-erases-losses,-moves-higher-on-upbeat-u.s.-jobs-data-413226"
1168,"Jul 08, 2016",Investing.com,Dollar edges lower with eyes on U.S. jobs report,https://investing.com/news/forex-news/dollar-edges-lower-with-eyes-on-u.s.-jobs-report-413183
1169,"Jul 07, 2016",Investing.com,Dollar holds steady as focus turns to U.S. nonfarm payrolls,https://investing.com/news/forex-news/dollar-holds-steady-as-focus-turns-to-u.s.-nonfarm-payrolls-412998
1170,"Jul 07, 2016",Investing.com,Dollar holds steady vs. rivals after upbeat U.S. data,https://investing.com/news/forex-news/dollar-holds-steady-vs.-rivals-after-upbeat-u.s.-data-412961
1171,"Jul 07, 2016",Investing.com,"Dollar little changed after Fed minutes, jobs data ahead","https://investing.com/news/forex-news/dollar-little-changed-after-fed-minutes,-jobs-data-ahead-412923"
1172,"Jul 06, 2016",Investing.com,Dollar moves back higher on strong ISM data,https://investing.com/news/forex-news/dollar-moves-back-higher-on-strong-ism-data-412737
1173,"Jul 06, 2016",Investing.com,"Dollar slips after dowbeat U.S. trade data, Fed minutes ahead","https://investing.com/news/forex-news/dollar-slips-after-dowbeat-u.s.-trade-data,-fed-minutes-ahead-412706"
1177,"Jul 05, 2016",Investing.com,Dollar edges higher as Brexit fears still dominate,https://investing.com/news/forex-news/dollar-edges-higher-as-brexit-fears-still-dominate-412471
1178,"Jul 05, 2016",Investing.com,"Dollar little changed with focus on BoE report, Carney","https://investing.com/news/forex-news/dollar-little-changed-with-focus-on-boe-report,-carney-412434"
1179,"Jul 04, 2016",Investing.com,Dollar index slips back lower in thin trade,https://investing.com/news/forex-news/dollar-index-slips-back-lower-in-thin-trade-412304
1180,"Jul 04, 2016",Investing.com,Dollar little changed vs. other majors in subdued trade,https://investing.com/news/forex-news/dollar-little-changed-vs.-other-majors-in-subdued-trade-412281
1181,"Jul 04, 2016",Investing.com,Investing.com sentiment index: speculators reduce bearish pound bets,https://investing.com/news/forex-news/investing.com-sentiment-index:-speculators-reduce-bearish-pound-bets-412278
1182,"Jul 04, 2016",Investing.com,Dollar edges higher vs. rivals in cautious trade,https://investing.com/news/forex-news/dollar-edges-higher-vs.-rivals-in-cautious-trade-412262
1183,"Jul 01, 2016",Investing.com,CFTC - Speculators Less bearish on Sterling; More Bullish on Japanese Yen,https://investing.com/news/forex-news/cftc---speculators-less-bearish-on-sterling;-more-bullish-on-japanese-yen-412062
1184,"Jul 01, 2016",Investing.com,Dollar remains moderately lower after ISM report,https://investing.com/news/forex-news/dollar-remains-moderately-lower-after-ism-report-411956
1188,"Jun 30, 2016",Investing.com,Dollar holds onto gains after upbeat Chicago PMI,https://investing.com/news/forex-news/dollar-holds-onto-gains-after-upbeat-chicago-pmi-411657
1189,"Jun 30, 2016",Investing.com,Dollar moves higher after U.S. data in cautious trade,https://investing.com/news/forex-news/dollar-moves-higher-after-u.s.-data-in-cautious-trade-411610
1190,"Jun 30, 2016",Investing.com,Dollar index holds steady in post-Brexit recovery,https://investing.com/news/forex-news/dollar-index-holds-steady-in-post-brexit-recovery-411561
1191,"Jun 29, 2016",Investing.com,Dollar extends losses after downbeat U.S. housing data,https://investing.com/news/forex-news/dollar-extends-losses-after-downbeat-u.s.-housing-data-411361
1192,"Jun 29, 2016",Investing.com,Dollar moves lower vs. other majors after U.S. data,https://investing.com/news/forex-news/dollar-moves-lower-vs.-other-majors-after-u.s.-data-411324
1193,"Jun 29, 2016",Investing.com,Dollar holds steady as sentiment continues to improve,https://investing.com/news/forex-news/dollar-holds-steady-as-sentiment-continues-to-improve-411284
1194,"Jun 28, 2016",Investing.com,Dollar pares losses on upbeat U.S. economic reports,https://investing.com/news/forex-news/dollar-pares-losses-on-upbeat-u.s.-economic-reports-411108
1195,"Jun 28, 2016",Investing.com,Dollar remains broadly lower after upbeat U.S. GDP,https://investing.com/news/forex-news/dollar-remains-broadly-lower-after-upbeat-u.s.-gdp-411067
1199,"Jun 27, 2016",Investing.com,Dollar hovers at 3-month highs vs. rivals in risk-off trade,https://investing.com/news/forex-news/dollar-hovers-at-3-month-highs-vs.-rivals-in-risk-off-trade-410855
1200,"Jun 27, 2016",Investing.com,Dollar index rallies over 1% to fresh 3-month highs,https://investing.com/news/forex-news/dollar-index-rallies-over-1-to-fresh-3-month-highs-410814
1201,"Jun 27, 2016",Investing.com,Dollar still broadly higher vs. rivals after Brexit vote,https://investing.com/news/forex-news/dollar-still-broadly-higher-vs.-rivals-after-brexit-vote-410781
1202,"Jun 24, 2016",Investing.com,"CFTC - Speculators More Bearish on GBP, EUR ahead of Brexit Referendum","https://investing.com/news/forex-news/cftc---speculators-more-bearish-on-gbp,-eur-ahead-of-brexit-referendum-410553"
1203,"Jun 24, 2016",Investing.com,Dollar holds onto gains as markets digest Brexit vote,https://investing.com/news/forex-news/dollar-holds-onto-gains-as-markets-digest-brexit-vote-410471
1204,"Jun 24, 2016",Investing.com,Dollar remains broadly higher after hitting 3-month peak,https://investing.com/news/forex-news/dollar-remains-broadly-higher-after-hitting-a-3-month-peak-410438
1205,"Jun 24, 2016",Investing.com,"Forex - Yen surges on safe-haven demand, pound off 30-year lows","https://investing.com/news/forex-news/forex---yen-surges-on-safe-haven-demand,-pound-off-30-year-lows-410388"
1206,"Jun 24, 2016",Investing.com,Forex - Swiss franc eases on SNB intervention to stem gains,https://investing.com/news/forex-news/forex---swiss-franc-eases-on-snb-intervention-to-stem-gains-410379
1210,"Jun 23, 2016",Investing.com,Dollar index drops to 1-1/2 month lows with focus on Brexit vote,https://investing.com/news/forex-news/dollar-index-drops-to-1-1-2-month-lows-with-focus-on-brexit-vote-410117
1211,"Jun 22, 2016",Investing.com,Dollar remains lower as markets brace for Brexit vote,https://investing.com/news/forex-news/dollar-remains-lower-as-markets-brace-for-brexit-vote-409910
1212,"Jun 22, 2016",Investing.com,Dollar remains lower vs. rivals in cautious trade,https://investing.com/news/forex-news/dollar-remains-lower-vs.-rivals-in-cautious-trade-409869
1213,"Jun 22, 2016",Investing.com,Dollar slips lower as Brexit uncertainty dominates,https://investing.com/news/forex-news/dollar-slips-lower-as-brexit-uncertainty-dominates-409839
1214,"Jun 21, 2016",Investing.com,Dollar moves higher vs. rivals after Yellen remarks,https://investing.com/news/forex-news/dollar-moves-higher-vs.-rivals-after-yellen-remarks-409661
1215,"Jun 21, 2016",Investing.com,"Dollar pares losses, holds steady in cautious trade","https://investing.com/news/forex-news/dollar-pares-losses,-holds-steady-in-cautious-trade-409629"
1216,"Jun 21, 2016",Investing.com,"Dollar hits fresh 1-week lows, eyes on Yellen testimony","https://investing.com/news/forex-news/dollar-hits-fresh-1-week-lows,-eyes-on-yellen-testimony-409585"
1217,"Jun 20, 2016",Investing.com,Dollar hovers at 1-week lows vs. rivals,https://investing.com/news/forex-news/dollar-hovers-at-1-week-lows-vs.-rivals-409420
1221,"Jun 20, 2016",Investing.com,Dollar drops against rivals as sentiment improves,https://investing.com/news/forex-news/dollar-drops-against-rivals-as-sentiment-improves-409341
1222,"Jun 17, 2016",Investing.com,"CFTC - Commitments of Traders: Speculators Less Bearish on EUR, GBP; More Bullish on JPY, Gold","https://investing.com/news/forex-news/cftc---commitments-of-traders:-speculators-less-bearish-on-eur,-gbp;-more-bullish-on-jpy,-gold-409162"
1223,"Jun 17, 2016",Investing.com,Dollar drops to 1-week lows vs. other majors,https://investing.com/news/forex-news/dollar-drops-to-1-week-lows-vs.-other-majors-409052
1224,"Jun 17, 2016",Investing.com,Dollar remains broadly lower after mixed U.S. housing data,https://investing.com/news/forex-news/dollar-remains-broadly-lower-after-mixed-u.s.-housing-data-409042
1225,"Jun 17, 2016",Investing.com,"Dollar falls against rivals as U.S. data, Fed still weigh","https://investing.com/news/forex-news/dollar-falls-against-rivals-as-u.s.-data,-fed-still-weigh-409001"
1226,"Jun 16, 2016",Investing.com,"Dollar index extends gains, hits 2-week highs","https://investing.com/news/forex-news/dollar-index-extends-gains,-hits-2-week-highs-408841"
1227,"Jun 16, 2016",Investing.com,Dollar erases losses vs. rivals despite U.S. data,https://investing.com/news/forex-news/dollar-erases-losses-vs.-rivals-despite-u.s.-data-408814
1228,"Jun 16, 2016",Investing.com,Dollar index moves lower after Fed statement,https://investing.com/news/forex-news/dollar-index-moves-lower-after-fed-statement-408771
1232,"Jun 15, 2016",Investing.com,Dollar remains broadly lower despite U.S. data,https://investing.com/news/forex-news/dollar-remains-broadly-lower-despite-u.s.-data-408547
1233,"Jun 15, 2016",Investing.com,Dollar slips lower as markets prepare for Fed statement,https://investing.com/news/forex-news/dollar-slips-lower-as-markets-prepare-for-fed-statement-408500
1234,"Jun 14, 2016",Investing.com,Dollar remains broadly higher with Fed meeting in focus,https://investing.com/news/forex-news/dollar-remains-broadly-higher-with-fed-meeting-in-focus-408308
1235,"Jun 14, 2016",Investing.com,Dollar remains broadly higher after upbeat U.S. data,https://investing.com/news/forex-news/dollar-remains-broadly-higher-after-upbeat-u.s.-data-408274
1236,"Jun 14, 2016",Investing.com,Dollar moves broadly higher with Fed meeting in focus,https://investing.com/news/forex-news/dollar-moves-broadly-higher-with-fed-meeting-in-focus-408236
