,date,source,title,url
7284,"Jan 11, 2016",Investing.com,Dollar pushes slightly higher vs. other majors,https://investing.com/news/forex-news/dollar-pushes-slightly-higher-vs.-other-majors-379536
7285,"Jan 11, 2016",Investing.com,Dollar remains moderately higher in quiet trade,https://investing.com/news/forex-news/dollar-remains-moderately-higher-in-quiet-trade-379513
7286,"Jan 11, 2016",Investing.com,Dollar edges higher vs. rivals but gains limited,https://investing.com/news/forex-news/dollar-edges-higher-vs.-rivals-but-gains-limited-379492
7287,"Jan 11, 2016",Investing.com,Investing.com sentiment: speculators add to bearish euro bets last week,https://investing.com/news/forex-news/investing.com-sentiment:-speculators-add-to-bearish-euro-bets-last-week-379485
7288,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7292,"Jan 11, 2016",Investing.com,"Forex - Euro remains weaker, yen slips lower","https://investing.com/news/forex-news/forex---euro-remains-weaker,-yen-slips-lower-379483"
7293,"Jan 11, 2016",Investing.com,Forex - Yen eases as yuan stabilizes but China fears persist,https://investing.com/news/forex-news/forex---yen-eases-as-yuan-stabilizes-but-china-fears-persist-379474
7294,"Jan 10, 2016",Investing.com,Forex - Yen gains in early Asia with markets in Tokyo shut,https://investing.com/news/forex-news/forex---yen-gains-in-early-asia-with-markets-in-tokyo-shut-379441
7295,"Jan 10, 2016",Investing.com,Forex - Weekly outlook: January 11 - 15,https://investing.com/news/forex-news/forex---weekly-outlook:-january-11---15-379403
7296,"Jan 08, 2016",Investing.com,CFTC - Commitments of Traders - No Major Changes in Speculative Positions,https://investing.com/news/forex-news/cftc---commitments-of-traders---no-major-changes-in-speculative-position-379317
7297,"Jan 08, 2016",Investing.com,Dollar pares gains but U.S. data continues to support,https://investing.com/news/forex-news/dollar-pares-gains-but-u.s.-data-continues-to-support-379258
7298,"Jan 08, 2016",Investing.com,Dollar pushes broadly higher on strong U.S. jobs report,https://investing.com/news/forex-news/dollar-pushes-broadly-higher-on-strong-u.s.-jobs-report-379245
7299,"Jan 08, 2016",Investing.com,Dollar regains strength as China volatility eases,https://investing.com/news/forex-news/dollar-regains-strength-as-china-volatility-eases-379222
7300,"Jan 08, 2016",Investing.com,"Dollar regains ground vs. yen, euro on PBOC move","https://investing.com/news/forex-news/dollar-regains-ground-vs.-yen,-euro-on-pboc-move-379199"
7301,"Jan 07, 2016",Investing.com,"Forex - Yen weaker after wages data, BoJ minutes summary","https://investing.com/news/forex-news/forex---yen-weaker-after-wages-data,-boj-minutes-summary-379179"
7302,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7306,"Jan 07, 2016",Investing.com,"Forex - Aussie higher ahead of retail sales, Japan wages data","https://investing.com/news/forex-news/forex---aussie-higher-ahead-of-retail-sales,-japan-wages-data-379161"
7307,"Jan 07, 2016",Investing.com,Dollar remains broadly lower as China turmoil dominates,https://investing.com/news/forex-news/dollar-remains-broadly-lower-as-china-turmoil-dominates-379077
7308,"Jan 07, 2016",Investing.com,Dollar pushes lower after U.S. jobless claims,https://investing.com/news/forex-news/dollar-pushes-lower-after-u.s.-jobless-claims-379060
7309,"Jan 07, 2016",Investing.com,"U.S. jobless claims fall by 10,000 to 277,000 last week","https://investing.com/news/economic-indicators/u.s.-jobless-claims-fall-by-10,000-to-277,000-last-week-379059"
7310,"Jan 07, 2016",Investing.com,Dollar loses ground as focus remains on China,https://investing.com/news/forex-news/dollar-loses-ground-as-focus-remains-on-china-379041
7311,"Jan 07, 2016",Investing.com,Forex - Yen hit 4-1/2 month highs as yuan decline accelerates,https://investing.com/news/forex-news/forex---yen-hit-4-1-2-month-highs-as-yuan-decline-accelerates-379019
7312,"Jan 06, 2016",Investing.com,Forex - Aussie holds gains despite weak building approvals,https://investing.com/news/forex-news/forex---aussie-holds-gains-despite-weak-building-approvals-378990
7313,"Jan 06, 2016",Investing.com,"Forex - Aussie ticks higher ahead of building approvals, trade data","https://investing.com/news/forex-news/forex---aussie-ticks-higher-ahead-of-building-approvals,-trade-data-378988"
7314,"Jan 06, 2016",Investing.com,Dollar holds steady after mixed U.S. economic reports,https://investing.com/news/forex-news/dollar-holds-steady-after-mixed-u.s.-economic-reports-378920
7315,"Jan 06, 2016",Investing.com,U.S. factory orders fall 0.2% in November,https://investing.com/news/economic-indicators/u.s.-factory-orders-fall-0.2-in-november-378914
7316,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7320,"Jan 06, 2016",Investing.com,U.S. ISM non-manufacturing PMI falls to 20-month low in December,https://investing.com/news/economic-indicators/u.s.-ism-non-manufacturing-pmi-falls-to-20-month-low-in-december-378913
7321,"Jan 06, 2016",Investing.com,Dollar trims gains but remains supported after U.S. data,https://investing.com/news/forex-news/dollar-trims-gains-but-remains-supported-after-u.s.-data-378901
7322,"Jan 06, 2016",Investing.com,U.S. trade deficit shrinks 5% in November to $42.4 billion,https://investing.com/news/economic-indicators/u.s.-trade-deficit-shrinks-5-in-november-to-$42.4-billion-378898
7323,"Jan 06, 2016",Investing.com,"U.S. ADP non-farm payrolls rise by 257,000 in December ","https://investing.com/news/economic-indicators/u.s.-adp-non-farm-payrolls-rise-by-257,000-in-december-378892"
7324,"Jan 06, 2016",Investing.com,Dollar edges higher as global concerns continue to weigh,https://investing.com/news/forex-news/dollar-edges-higher-as-global-concerns-continue-to-weigh-378878
7325,"Jan 06, 2016",Investing.com,"Forex - Yen higher after more weak China data, North Korea concerns","https://investing.com/news/forex-news/forex---yen-higher-after-more-weak-china-data,-north-korea-concerns-378852"
7326,"Jan 05, 2016",Investing.com,Forex - Aussie falls as China's Caixin services PMI disappoints,https://investing.com/news/forex-news/forex---aussie-falls-as-china-39;s-caixin-services-pmi-disappoints-378828
7327,"Jan 05, 2016",Investing.com,"Forex - Yen weaker in early Asia with services PMIs in Australia, China","https://investing.com/news/forex-news/forex---yen-weaker-in-early-asia-with-services-pmis-in-australia,-china-378818"
7328,"Jan 05, 2016",Investing.com,Dollar pushes higher vs. rivals in cautious trade,https://investing.com/news/forex-news/dollar-pushes-higher-vs.-rivals-in-cautious-trade-378751
7329,"Jan 05, 2016",Investing.com,"Forex - Yen rallies 1% against euro, higher against dollar","https://investing.com/news/forex-news/forex---yen-rallies-1-against-euro,-higher-against-dollar-378747"
7330,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7334,"Jan 05, 2016",Investing.com,Dollar remains broadly higher against other majors,https://investing.com/news/forex-news/dollar-remains-broadly-higher-against-other-majors-378728
7335,"Jan 05, 2016",Investing.com,Investing.com sentiment: speculators less bearish on S&P 500,https://investing.com/news/stock-market-news/investing.com-sentiment:-speculators-less-bearish-on-s-p-500-378725
7336,"Jan 05, 2016",Investing.com,Dollar rises broadly vs. rivals in risk-off trade,https://investing.com/news/forex-news/dollar-rises-broadly-vs.-rivals-in-risk-off-trade-378708
7337,"Jan 05, 2016",Investing.com,"Forex - Yen remains stronger against dollar, euro","https://investing.com/news/forex-news/forex---yen-remains-stronger-against-dollar,-euro-378690"
7338,"Jan 04, 2016",Investing.com,Forex - Aussie a tad weaker in light Asian data day,https://investing.com/news/forex-news/forex---aussie-a-tad-weaker-in-light-asian-data-day-378657
7339,"Jan 04, 2016",Investing.com,CFTC - Commitments of Traders - No Major Changes in Speculative Positions,https://investing.com/news/forex-news/cftc---commitments-of-traders---no-major-changes-in-speculative-positions-378642
7340,"Jan 04, 2016",Investing.com,Dollar edges slightly higher despite weak ISM report,https://investing.com/news/forex-news/dollar-edges-slightly-higher-despite-weak-ism-report-378584
7341,"Jan 04, 2016",Investing.com,U.S. ISM manufacturing PMI falls to lowest since 2009 in December,https://investing.com/news/economic-indicators/u.s.-ism-manufacturing-pmi-falls-to-lowest-since-2009-in-december-378575
7342,"Jan 04, 2016",Investing.com,"Dollar remains broadly lower, ISM report ahead","https://investing.com/news/forex-news/dollar-remains-broadly-lower,-ism-report-ahead-378563"
7343,"Jan 04, 2016",Investing.com,Dollar broadly lower as traders return to markets,https://investing.com/news/forex-news/dollar-broadly-lower-as-traders-return-to-markets-378550
7344,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7348,"Jan 04, 2016",Investing.com,Forex - Pound holds modest gains despite U.K. factory data,https://investing.com/news/forex-news/forex---pound-holds-modest-gains-despite-u.k.-factory-data-378544
7349,"Jan 04, 2016",Investing.com,Gold spikes 1% as Saudi Arabia-Iran tensions flare up,https://investing.com/news/commodities-news/gold-spikes-1-as-saudi-arabia-iran-tensions-flare-up-378543
7350,"Jan 04, 2016",Investing.com,Copper slides 3% as China factory activity shrinks again in December,https://investing.com/news/commodities-news/copper-slides-3-as-china-factory-activity-shrinks-again-in-december-378538
7351,"Jan 04, 2016",Investing.com,Forex - Dollar drops to 2-1/2 month low vs. yen on geopolitical tensions,https://investing.com/news/forex-news/forex---dollar-drops-to-2-1-2-month-low-vs.-yen-on-geopolitical-tensions-378534
7352,"Jan 04, 2016",Reuters,"Asia shares, currencies tumble; oil jumps at start of 2016","https://investing.com/news/stock-market-news/asia-shares,-currencies-tumble;-oil-jumps-at-start-of-2016-378502"
7353,"Jan 03, 2016",Investing.com,"Forex - Aussie down as Caixin PMI weaker than expected, Middle East eyed","https://investing.com/news/forex-news/forex---aussie-down-as-caixin-pmi-weaker-than-expected,-middle-east-eyed-378504"
7354,"Jan 03, 2016",Investing.com,"Forex - Aussie, yen weaker with China Caixin manufacturing index ahead","https://investing.com/news/forex-news/forex---aussie,-yen-weaker-with-china-caixin-manufacturing-index-ahead-378497"
7355,"Dec 31, 2015",Investing.com,Chicago PMI contracts at fastest pace since July 2009,https://investing.com/news/economic-indicators/chicago-pmi-contracts-at-fastest-pace-since-july-2009-378372
7356,"Dec 31, 2015",Investing.com,"U.S. jobless claims rise by 20,000 to 287,000 last week","https://investing.com/news/economic-indicators/u.s.-jobless-claims-rise-by-20,000-to-287,000-last-week-378365"
7357,"Dec 31, 2015",Investing.com,Dollar edges up in holiday-thinned trade,https://investing.com/news/forex-news/dollar-edges-up-in-holiday-thinned-trade-378343
7358,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7362,"Dec 31, 2015",Investing.com,"Dollar little changed vs. euro, yen ahead of U.S. data","https://investing.com/news/forex-news/dollar-little-changed-vs.-euro,-yen-ahead-of-u.s.-data-378324"
7363,"Dec 30, 2015",Investing.com,Dollar remains broadly higher despite U.S. data,https://investing.com/news/forex-news/dollar-remains-broadly-higher-despite-u.s.-data-378252
7364,"Dec 30, 2015",Investing.com,U.S. pending home sales decline 0.9% in November,https://investing.com/news/economic-indicators/u.s.-pending-home-sales-decline-0.9-in-november-378243
7365,"Dec 30, 2015",Investing.com,Dollar holds gains vs. other majors,https://investing.com/news/forex-news/dollar-holds-gains-vs.-other-majors-378230
7366,"Dec 30, 2015",Investing.com,Dollar edges higher vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-edges-higher-vs.-rivals-in-quiet-trade-378209
7367,"Dec 30, 2015",Investing.com,"Dollar holds steady vs. euro, yen in holiday-thinned trade","https://investing.com/news/forex-news/dollar-holds-steady-vs.-euro,-yen-in-holiday-thinned-trade-378179"
7368,"Dec 29, 2015",Investing.com,Dollar holds onto gains as U.S. data supports,https://investing.com/news/forex-news/dollar-holds-onto-gains-as-u.s.-data-supports-377920
7369,"Dec 29, 2015",Investing.com,U.S. CB consumer confidence rises to 96.5 in December,https://investing.com/news/economic-indicators/u.s.-cb-consumer-confidence-rises-to-96.5-in-december-377912
7370,"Dec 29, 2015",Investing.com,"Dollar rises after positive U.S. data, CB report ahead","https://investing.com/news/forex-news/dollar-rises-after-positive-u.s.-data,-cb-report-ahead-377901"
7371,"Dec 29, 2015",Investing.com,"Dollar holds steady vs. rivals, U.S. data ahead","https://investing.com/news/forex-news/dollar-holds-steady-vs.-rivals,-u.s.-data-ahead-377873"
7372,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7376,"Dec 29, 2015",Investing.com,Investing.com sentiment: speculators more bullish on U.S. dollar,https://investing.com/news/forex-news/investing.com-sentiment:-speculators-more-bullish-on-u.s.-dollar-377867
7377,"Dec 29, 2015",Investing.com,Dollar little changed as trading volumes remain light,https://investing.com/news/forex-news/dollar-little-changed-as-trading-volumes-remain-light-377845
7378,"Dec 28, 2015",Investing.com,CFTC - Commitments of Traders: Speculators More Bullish on U.S. Dollar,https://investing.com/news/forex-news/cftc---commitments-of-traders:-speculators-more-bullish-on-u.s.-dollar-377828
7379,"Dec 28, 2015",Investing.com,Dollar slips lower in quiet holiday trade,https://investing.com/news/forex-news/dollar-slips-lower-in-quiet-holiday-trade-377788
7380,"Dec 28, 2015",Investing.com,Dollar holds steady in post-Christmas trade,https://investing.com/news/forex-news/dollar-holds-steady-in-post-christmas-trade-377765
7381,"Dec 28, 2015",Investing.com,Top 5 Things to Know In the Market on Monday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-monday-377742
7382,"Dec 28, 2015",Investing.com,Dollar edges lower vs. other majors,https://investing.com/news/forex-news/dollar-edges-lower-vs.-other-majors-377740
7383,"Dec 28, 2015",Investing.com,"Global stocks decline in thin trade, tracking oil prices lower","https://investing.com/news/stock-market-news/global-stocks-decline-in-thin-trade,-tracking-oil-prices-lower-377731"
7384,"Dec 28, 2015",Investing.com,"Dollar holds steady vs. euro, yen in thin trade","https://investing.com/news/forex-news/dollar-holds-steady-vs.-euro,-yen-in-thin-trade-377706"
7385,"Dec 27, 2015",Investing.com,Forex - Weekly outlook: December 28 - January 1,https://investing.com/news/forex-news/forex---weekly-outlook:-december-28---january-1-377563
7386,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7390,"Dec 24, 2015",Investing.com,"U.S. jobless claims fall by 5,000 to 267,000 last week","https://investing.com/news/economic-indicators/u.s.-jobless-claims-fall-by-5,000-to-267,000-last-week-377478"
7391,"Dec 24, 2015",Investing.com,Top 5 Things to Know In the Market on Thursday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-thursday-377467
7392,"Dec 24, 2015",Investing.com,Global stocks struggle for direction in low-volume on Christmas Eve,https://investing.com/news/stock-market-news/global-stocks-struggle-for-direction-in-low-volume-on-christmas-eve-377462
7393,"Dec 24, 2015",Investing.com,"U.S. dollar drifts lower against euro, yen in pre-Christmas trade","https://investing.com/news/forex-news/u.s.-dollar-drifts-lower-against-euro,-yen-in-pre-christmas-trade-377450"
7394,"Dec 23, 2015",Investing.com,U.S. new home sales rise 4.3% in November  ,https://investing.com/news/economic-indicators/u.s.-new-home-sales-rise-4.3-in-november-377361
7395,"Dec 23, 2015",Investing.com,"U.S. personal spending rises 0.3% in November, income up 0.3%","https://investing.com/news/economic-indicators/u.s.-personal-spending-rises-0.3-in-november,-income-up-0.3-377345"
7396,"Dec 23, 2015",Investing.com,"U.S. durable goods orders flat in November, core orders down 0.1%","https://investing.com/news/economic-indicators/u.s.-durable-goods-orders-flat-in-november,-core-orders-down-0.1-377344"
7397,"Dec 22, 2015",Investing.com,Dollar remains broadly lower after downbeat U.S. data,https://investing.com/news/forex-news/dollar-remains-broadly-lower-after-downbeat-u.s.-data-377202
7398,"Dec 22, 2015",Investing.com,U.S. existing home sales plunge 10.5% to 19-month low in November,https://investing.com/news/economic-indicators/u.s.-existing-home-sales-plunge-10.5-to-19-month-low-in-november-377195
7399,"Dec 22, 2015",Investing.com,Dollar extends losses vs. rivals after U.S. GDP data,https://investing.com/news/forex-news/dollar-extends-losses-vs.-rivals-after-u.s.-gdp-data-377183
7400,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7404,"Dec 22, 2015",Investing.com,U.S. final Q3 GDP up 2.0% vs 1.9% rise expected,https://investing.com/news/economic-indicators/u.s.-final-q3-gdp-up-2.0-vs-1.9-rise-expected-377182
7405,"Dec 22, 2015",Investing.com,"Dollar slips lower, U.S. GDP report on tap","https://investing.com/news/forex-news/dollar-slips-lower,-u.s.-gdp-report-on-tap-377160"
7406,"Dec 22, 2015",Investing.com,"Dollar holds steady vs. euro, yen ahead of U.S. GDP report","https://investing.com/news/forex-news/dollar-holds-steady-vs.-euro,-yen-ahead-of-u.s.-gdp-report-377128"
7407,"Dec 21, 2015",Investing.com,Dollar slips lower vs. rivals in holiday-thinned trade,https://investing.com/news/forex-news/dollar-slips-lower-vs.-rivals-in-holiday-thinned-trade-377035
7408,"Dec 21, 2015",Investing.com,Dollar little changed vs. other majors in quiet trade,https://investing.com/news/forex-news/dollar-little-changed-vs.-other-majors-in-quiet-trade-377010
7409,"Dec 21, 2015",Investing.com,Dollar moves slightly higher in subdued trade,https://investing.com/news/forex-news/dollar-moves-slightly-higher-in-subdued-trade-376981
7410,"Dec 21, 2015",Investing.com,Investing.com sentiment: speculators less bullish on U.S. dollar,https://investing.com/news/forex-news/investing.com-sentiment:-speculators-less-bullish-on-u.s.-dollar-376976
7411,"Dec 21, 2015",Investing.com,Dollar edges lower as markets continue to digest Fed move,https://investing.com/news/forex-news/dollar-edges-lower-as-markets-continue-to-digest-fed-move-376954
7412,"Dec 20, 2015",Investing.com,"Forex - Yen, Aussie trade weaker in Asia, light data day","https://investing.com/news/forex-news/forex---yen,-aussie-trade-weaker-in-asia,-light-data-day-376915"
7413,"Dec 20, 2015",Investing.com,Forex - Weekly outlook: December 21 - 25,https://investing.com/news/forex-news/forex---weekly-outlook:-december-21---25-376878
7414,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7418,"Dec 18, 2015",Investing.com,"USD/JPY retreats from two-week highs, amid unexpected easing from BOJ","https://investing.com/news/forex-news/usd-jpy-retreats-from-two-week-highs,-amid-unexpected-easing-from-boj-376833"
7419,"Dec 18, 2015",Investing.com,CFTC - Commitments of Traders: Speculators Were Less Bullish on U.S. Dollar Ahead Of Fed Rate Meeting,https://investing.com/news/forex-news/cftc---commitments-of-traders:-speculators-were-less-bullish-on-u.s.-dollar-ahead-of-fed-rate-meeting-376818
7420,"Dec 18, 2015",Investing.com,Dollar remains moderately lower in quiet trade,https://investing.com/news/forex-news/dollar-remains-moderately-lower-in-quiet-trade-376750
7421,"Dec 18, 2015",Investing.com,Dollar edges lower as markets digest Fed rate decision,https://investing.com/news/forex-news/dollar-edges-lower-as-markets-digest-fed-rate-decision-376724
7422,"Dec 18, 2015",Investing.com,"Dollar slides lower vs. euro, yen; BoJ holds","https://investing.com/news/forex-news/dollar-slides-lower-vs.-euro,-yen;-boj-holds-376711"
7423,"Dec 18, 2015",Reuters,"Asia stocks down, Japan gives up brief gains after BOJ stimulus","https://investing.com/news/stock-market-news/asia-stocks-down,-japan-gives-up-brief-gains-after-boj-stimulus-376689"
7424,"Dec 17, 2015",Investing.com,Forex - Yen weaker as BoJ extends maturity of JGBs in asset buys,https://investing.com/news/forex-news/forex---yen-weaker-as-boj-extends-maturity-of-jgbs-in-asset-buys-376698
7425,"Dec 17, 2015",Investing.com,Forex - Yen gains slightly ahead of BoJ review,https://investing.com/news/forex-news/forex---yen-gains-slightly-ahead-of-boj-review-376692
7426,"Dec 17, 2015",Reuters,"Dollar gains traction, BOJ next up to the plate","https://investing.com/news/forex-news/dollar-gains-traction,-boj-next-up-to-the-plate-376680"
7427,"Dec 17, 2015",Investing.com,Forex - Yen weaker with Bank of Japan policy review ahead,https://investing.com/news/forex-news/forex---yen-weaker-with-bank-of-japan-policy-review-ahead-376678
7428,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7432,"Dec 17, 2015",Investing.com,Dollar remains broadly higher as Fed move still supports,https://investing.com/news/forex-news/dollar-remains-broadly-higher-as-fed-move-still-supports-376600
7433,"Dec 17, 2015",Investing.com,Dollar extends gains after upbeat U.S. jobless data,https://investing.com/news/forex-news/dollar-extends-gains-after-upbeat-u.s.-jobless-data-376577
7434,"Dec 17, 2015",Investing.com,Philly Fed manufacturing index contracts in December,https://investing.com/news/economic-indicators/philly-fed-manufacturing-index-contracts-in-december-376574
7435,"Dec 17, 2015",Investing.com,"U.S. jobless claims fall by 11,000 to 271,000 last week","https://investing.com/news/economic-indicators/u.s.-jobless-claims-fall-by-11,000-to-271,000-last-week-376573"
7436,"Dec 17, 2015",Investing.com,Top 5 Things to Know In the Market on Thursday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-thursday-376549
7437,"Dec 17, 2015",Investing.com,Dollar at 2-week highs after Fed rate hike,https://investing.com/news/forex-news/dollar-at-2-week-highs-after-fed-rate-hike-376548
7438,"Dec 17, 2015",Investing.com,Forex - Dollar near 2-week highs after Fed hikes U.S. interest rates,https://investing.com/news/forex-news/forex---dollar-near-2-week-highs-after-fed-hikes-u.s.-interest-rates-376521
7439,"Dec 16, 2015",Investing.com,"Forex - Yen holds weaker after trade data, region weathers Fed hike","https://investing.com/news/forex-news/forex---yen-holds-weaker-after-trade-data,-region-weathers-fed-hike-376480"
7440,"Dec 16, 2015",Investing.com,"Forex - Yen, Aussie weaker after Fed hike with region reaction muted","https://investing.com/news/forex-news/forex---yen,-aussie-weaker-after-fed-hike-with-region-reaction-muted-376472"
7441,"Dec 16, 2015",Investing.com,Dollar moderately higher as markets prepare for Fed,https://investing.com/news/forex-news/dollar-moderately-higher-as-markets-prepare-for-fed-376388
7442,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7446,"Dec 16, 2015",Investing.com,U.S. industrial production falls 0.6% in November,https://investing.com/news/economic-indicators/u.s.-industrial-production-falls-0.6-in-november-376362
7447,"Dec 16, 2015",Investing.com,Dollar trims gains despite strong U.S. data,https://investing.com/news/forex-news/dollar-trims-gains-despite-strong-u.s.-data-376356
7448,"Dec 16, 2015",Investing.com,"U.S. housing starts soar 10.5% in November, building permits up 11%","https://investing.com/news/economic-indicators/u.s.-housing-starts-soar-10.5-in-november,-building-permits-up-11-376355"
7449,"Dec 16, 2015",Investing.com,Dollar edges higher as markets await Fed decision,https://investing.com/news/forex-news/dollar-edges-higher-as-markets-await-fed-decision-376318
7450,"Dec 16, 2015",Investing.com,Forex - Dollar steady as markets count down to Fed decision,https://investing.com/news/forex-news/forex---dollar-steady-as-markets-count-down-to-fed-decision-376289
7451,"Dec 15, 2015",Reuters,"Asia stocks gain as Wall Street rises before Fed, dollar stands tall","https://investing.com/news/stock-market-news/asia-stocks-gain-as-wall-street-rises-before-fed,-dollar-stands-tall-376254"
7452,"Dec 15, 2015",Investing.com,"Forex - Yen weaker as Fed decision nears, Aussie up","https://investing.com/news/forex-news/fores---yen-weaker-as-fed-decision-nears,-aussie-up-376246"
7453,"Dec 15, 2015",Investing.com,Forex - Yen stronger in early Asia with Fed decision ahead,https://investing.com/news/forex-news/forex---yen-weaker-in-early-asia-with-fed-decision-ahead-376239
7454,"Dec 15, 2015",Investing.com,"Dollar moves higher, markets prepare for Fed","https://investing.com/news/forex-news/dollar-moves-higher,-markets-prepare-for-fed-376153"
7455,"Dec 15, 2015",Investing.com,Dollar trims losses after U.S. inflation data,https://investing.com/news/forex-news/dollar-trims-losses-after-u.s.-inflation-data-376123
7456,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7460,"Dec 15, 2015",Investing.com,Empire State manufacturing index contracts for 5th straight month,https://investing.com/news/economic-indicators/empire-state-manufacturing-index-contracts-for-5th-straight-month-376115
7461,"Dec 15, 2015",Investing.com,U.S. inflation flat in November; core prices up 0.2%  ,https://investing.com/news/economic-indicators/u.s.-inflation-flat-in-november;-core-prices-up-0.2-376114
7462,"Dec 15, 2015",Investing.com,Dollar slips lower ahead of Fed policy decision,https://investing.com/news/forex-news/dollar-slips-lower-ahead-of-fed-policy-decision-376085
7463,"Dec 15, 2015",Investing.com,Forex - Dollar moves lower as Fed meeting looms,https://investing.com/news/forex-news/forex---dollar-moves-lower-as-fed-meeting-looms-376050
7464,"Dec 14, 2015",Investing.com,"Forex - Aussie up after minutes, housing","https://investing.com/news/forex-news/forex---aussie-up-after-minutes,-housing-376011"
7465,"Dec 14, 2015",Investing.com,Forex - Aussie flat ahead of RBA December minutes,https://investing.com/news/forex-news/forex---aussie-flat-ahead-of-rba-december-minutes-376002
7466,"Dec 14, 2015",Investing.com,Dollar erases gains as markets brace for Fed meeting,https://investing.com/news/forex-news/dollar-erases-gains-as-markets-brace-for-fed-meeting-375939
7467,"Dec 14, 2015",Investing.com,Dollar remains moderately higher in quiet trade,https://investing.com/news/forex-news/dollar-remains-moderately-higher-in-quiet-trade-375913
7468,"Dec 14, 2015",Investing.com,Investing.com sentiment: speculators scale back bullish dollar bets,https://investing.com/news/forex-news/investing.com-sentiment:-speculators-scale-back-bullish-dollar-bets-375906
7469,"Dec 14, 2015",Investing.com,Dollar broadly higher as markets turn to Fed meeting,https://investing.com/news/forex-news/dollar-broadly-higher-as-markets-turn-to-fed-meeting-375889
7470,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7474,"Dec 14, 2015",Investing.com,"Forex - Dollar rises before Fed, yuan still under pressure","https://investing.com/news/forex-news/forex---dollar-rises-before-fed,-yuan-still-under-pressure-375878"
7475,"Dec 13, 2015",Investing.com,Forex - Yen gains after Tankan sentiment survey,https://investing.com/news/forex-news/forex---yen-gains-after-tankan-sentiment-survey-375843
7476,"Dec 13, 2015",Investing.com,Forex - Aussie ticks higher as China weekend data holds hope,https://investing.com/news/forex-news/forex---aussie-ticks-higher-as-china-weekend-data-holds-hope-375837
